  24  X11113411 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.263
  24  X11113510 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X11113511 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X11113610 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X12102310 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.264
  24  X12102311 (-------------*------     |                        ), 0.000,  0.000,  0.262,  0.263,  0.416
  24  X12112310 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X12112311 (            -*           |                        ), 0.000,  0.259,  0.262,  0.262,  0.262
  24  X12112511 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.271
  24  X12112611 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.263
  24  X12112710 (      -------*           |                        ), 0.000,  0.123,  0.262,  0.262,  0.262
  24  X12113310 (-------------*-          |                        ), 0.000,  0.000,  0.262,  0.283,  0.302
  24  X12113410 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X12113510 (-------------*--         |                        ), 0.000,  0.000,  0.262,  0.262,  0.339
  24  X12113610 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X12113611 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.265
  24  X12113710 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X13102310 (            -*           |                        ), 0.000,  0.253,  0.262,  0.262,  0.262
  24  X13112310 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.267
  24  X13112311 (-------------*-          |                        ), 0.000,  0.000,  0.262,  0.262,  0.310
  24  X13112410 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.293
  24  X13112411 (-------------*--         |                        ), 0.000,  0.000,  0.262,  0.262,  0.333
  24  X13112511 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.294
  24  X13112610 (-------------*---        |                        ), 0.000,  0.000,  0.262,  0.262,  0.348
  24  X13112611 (-------------*-          |                        ), 0.000,  0.000,  0.262,  0.287,  0.317
  24  X13112710 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X13112711 (  -----------*--         |                        ), 0.000,  0.042,  0.262,  0.262,  0.327
  24  X13113310 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.288
  24  X13113410 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.287
  24  X13113411 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.288
  24  X13113510 (             *           |                        ), 0.000,  0.262,  0.262,  0.262,  0.292
  24  X13113610 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X13113611 (-------------*-          |                        ), 0.000,  0.000,  0.262,  0.262,  0.305
  24  X13113710 (-------------*--         |                        ), 0.000,  0.000,  0.262,  0.262,  0.330
  25  X13113311 (             *-          |                        ), 0.040,  0.262,  0.263,  0.274,  0.302
  26  X13013311 (         ----*           |                        ), 0.000,  0.192,  0.264,  0.280,  0.288
  27  X12002310 (            -*---        |                        ), 0.230,  0.253,  0.273,  0.311,  0.354
  27  X12012311 (            -*--         |                        ), 0.193,  0.253,  0.275,  0.295,  0.331
  27  X13013511 (             *           |                        ), 0.101,  0.270,  0.280,  0.291,  0.299
  27  X13013611 (             -*          |                        ), 0.152,  0.276,  0.280,  0.286,  0.295
  27  X13012511 (            --*          |                        ), 0.026,  0.257,  0.282,  0.294,  0.314
  27  X13012311 (            --*          |                        ), 0.033,  0.252,  0.282,  0.298,  0.304
  28  X01013310 (             -*          |                        ), 0.265,  0.265,  0.283,  0.283,  0.283
  29  X13012711 (             -*          |                        ), 0.024,  0.278,  0.284,  0.290,  0.298
  29  X13012611 (       -------*          |                        ), 0.000,  0.159,  0.284,  0.297,  0.312
  29  X13013411 (              *          |                        ), 0.270,  0.284,  0.287,  0.290,  0.299
  30  X13012411 (              *          |                        ), 0.275,  0.287,  0.291,  0.296,  0.300
  31  X11012311 (              *-----     |                        ), 0.271,  0.286,  0.295,  0.362,  0.404
  31  X12012711 (             -*-         |                        ), 0.200,  0.267,  0.295,  0.309,  0.328
  31  X13013711 (              *          |                        ), 0.205,  0.294,  0.299,  0.304,  0.314
  31  X11012611 (             --*-----    |                        ), 0.234,  0.269,  0.304,  0.349,  0.437
  31  X11012511 (             --*---      |                        ), 0.204,  0.265,  0.304,  0.350,  0.400
  31  X12013511 (              -*-        |                        ), 0.272,  0.287,  0.305,  0.323,  0.345
  31  X12013311 (              -*-        |                        ), 0.235,  0.281,  0.305,  0.323,  0.348
  31  X12012411 (              -*         |                        ), 0.226,  0.288,  0.305,  0.324,  0.335
  31  X12013611 (              -*-        |                        ), 0.233,  0.295,  0.305,  0.333,  0.347
  31  X12013411 (              -*         |                        ), 0.278,  0.298,  0.306,  0.312,  0.325
